       PADS LIBRARY (STD PCB Decals) DIRECTORY LISTING              VERSION:  2011-07-15 15:18:03
TFM96-28.9X28.1                          03/31/11 10:00:23          L
TO-126                                   08/12/10 14:32:21          L
TO-220                                   06/18/10 15:50:55          L
TO-220A                                  08/12/10 14:28:19          L
TO-252                                   05/20/11 11:26:39          S
TO-263                                   05/20/11 14:01:02          S
TO-263-5                                 05/20/11 14:05:28          S
TO-92                                    06/18/10 15:51:40          L
TP                                       09/27/09 11:41:35          N
TPS                                      09/27/09 11:41:35          N
TPS1                                     06/24/11 11:00:52          N
TQFP100-050-1414                         06/01/11 17:01:00          S
TQFP128-040-1414A                        06/01/11 17:03:13          S
TQFP144-040-1616A                        06/01/11 17:03:38          S
TQFP176-040-2020A                        06/01/11 17:15:55          S
TQFP48-050-0707                          06/01/11 17:01:32          S
TQFP64-050-1010                          06/01/11 17:02:04          S
TQFP64-050-1010A                         06/01/11 17:02:35          S
TSON6-20-60                              05/20/11 15:00:41          S
TSOP48-20-725                            05/20/11 11:26:39          S
TSOP48-20-725A                           05/20/11 11:26:39          S
TSOP50-31.5-400                          05/20/11 11:26:39          S
TSOP54-31.5-400                          05/20/11 16:15:15          S
TSOP56-20-725                            05/20/11 11:26:39          S
TSOP56-20-725A                           05/20/11 11:26:39          S
TSOP66-25.6-400                          05/20/11 11:26:39          S
TSOP86-19.7-400                          05/20/11 11:26:39          S
TSSOP14-25.6-173                         05/20/11 11:26:39          S
TSSOP14-25.6-173A                        05/20/11 11:26:39          S
TSSOP16-25.6-175                         05/20/11 11:26:39          S
TSSOP20-25.6-173                         05/20/11 11:26:39          S
TSSOP24-25.6-173                         05/20/11 11:26:39          S
TSSOP56-20-245                           05/20/11 11:26:39          S
TSSOP8-25.6-175                          05/20/11 11:26:39          S
TSW4                                     09/27/09 11:41:35          L
TSW4-T                                   10/22/09 11:45:53          L
TSW4A                                    09/27/09 11:41:35          L
TSW4S-T                                  05/20/11 11:26:39          S
USB-0104A                                01/18/11 10:09:41          L
USB-0104A-R                              09/27/09 11:41:35          L
USB-0104A-T                              06/21/10 16:21:32          L
USB-0104AD                               08/18/10 14:54:22          L
USB-0202B                                09/27/09 11:41:35          L
USB-0204A                                04/18/11 09:17:25          L
USB-N0104A-R                             05/31/11 10:25:02          L
USB-N025A                                04/25/11 17:33:21          L
USB-SMD                                  05/20/11 16:05:51          S
USB-SMD1                                 05/20/11 11:26:40          S
VIA                                      06/18/10 15:53:12          N
VQFN6-3X1.6                              05/20/11 13:53:05          S
WOL-L                                    09/27/09 11:41:35          L
WPS4T                                    05/20/11 11:26:40          S
WPS4T-4.25X4.25                          05/20/11 11:26:40          S
WPS4T-4.5X4.5                            05/20/11 11:26:40          S
WPS5R                                    06/01/11 16:09:14          S
WPS5RA                                   05/20/11 11:26:40          S
WPS5RB                                   05/20/11 11:26:40          S
WPS6R                                    05/20/11 11:26:40          S

